Wall time,Step,Value
1781427131.6980612,483,25.62807273864746
1781427132.800999,484,25.687416076660156
1781427135.048087,486,25.85445213317871
1781427136.187119,487,25.84381866455078
1781427137.3024204,488,25.801044464111328
1781427138.4492884,489,25.765779495239258
1781427139.580287,490,25.856584548950195
1781427140.7298448,491,25.782148361206055
1781427144.06792,494,25.86675453186035
1781427145.1495855,495,25.885271072387695
1781427147.3557675,497,25.776763916015625
1781427148.4498746,498,25.686479568481445
1781427149.5539987,499,25.88025665283203
1781427151.7394178,501,25.84613609313965
1781427152.8542259,502,26.139158248901367
1781427153.9514742,503,26.183300018310547
1781427157.2735424,506,26.119977951049805
1781427158.3743167,507,26.019725799560547
1781427159.5145137,508,26.153837203979492
1781427160.5975416,509,26.060991287231445
1781427161.6836033,510,26.234458923339844
1781427162.7648034,511,26.21588897705078
1781427163.8870795,512,26.115219116210938
1781427165.0309136,513,26.247888565063477
1781427166.1457863,514,26.1735782623291
1781427168.3265479,516,26.272327423095703
1781427169.4295096,517,26.137683868408203
1781427170.532003,518,26.303394317626953
1781427171.6757452,519,26.31608772277832
1781427172.7909696,520,26.265737533569336
1781427173.893529,521,26.363359451293945
1781427176.0755067,523,26.2921142578125
1781427179.384438,526,26.319883346557617
1781427183.7874851,530,26.421350479125977
1781427187.0804482,533,26.380281448364258
1781427188.1637104,534,26.210569381713867
1781427189.2437625,535,26.232206344604492
1781427190.307934,536,26.227251052856445
1781427191.4177065,537,26.456924438476562
1781427192.5238745,538,26.425073623657227
1781427193.6377113,539,26.43593406677246
1781427194.7201188,540,26.409488677978516
1781427195.7951071,541,26.434951782226562
1781427196.8696527,542,26.39665985107422
1781427197.9512875,543,26.14133644104004
1781427199.0524848,544,26.377168655395508
1781427201.286296,546,26.43454933166504
1781427202.401056,547,26.507232666015625
1781427205.7480805,550,26.650665283203125
1781427207.9849045,552,26.601696014404297
1781427209.0901685,553,26.610788345336914
1781427210.1846478,554,26.591367721557617
1781427211.3123975,555,26.573822021484375
1781427212.4193957,556,26.591827392578125
1781427214.6566238,558,26.507614135742188
1781427219.1399114,562,26.641061782836914
1781427220.2522676,563,26.600923538208008
1781427221.3557253,564,26.684022903442383
1781427223.5749016,566,26.81986427307129
1781427224.6982558,567,26.7480411529541
1781427225.7683034,568,26.660017013549805
1781427226.8768919,569,26.383852005004883
1781427229.077248,571,26.346269607543945
1781427231.2657235,573,26.79954719543457
1781427234.5303175,576,26.62296485900879
1781427238.8980594,580,26.698440551757812
1781427243.3406727,584,26.715904235839844
1781427244.4522414,585,26.544923782348633
1781427245.5839603,586,26.772232055664062
1781427247.8157692,588,26.790441513061523
1781427248.9361134,589,26.780452728271484
1781427250.0833275,590,27.011341094970703
1781427251.2146032,591,26.86501693725586
1781427252.3850226,592,26.951133728027344
1781427254.6747937,594,26.884960174560547
1781427255.8372352,595,26.66756248474121
1781427256.9758902,596,27.038616180419922
1781427258.1008317,597,27.052162170410156
1781427259.257775,598,26.99578285217285
1781427260.395137,599,26.986732482910156
1781427262.6702743,601,26.796558380126953
1781427263.7942848,602,26.99980926513672
1781427264.9363513,603,26.951236724853516
1781427267.214902,605,27.066932678222656
1781427269.5034018,607,26.93696403503418
1781427270.6053941,608,27.106046676635742
1781427271.7714865,609,27.069419860839844
1781427272.9010632,610,27.109750747680664
1781427276.298122,613,27.104196548461914
1781427277.432442,614,27.026187896728516
1781427279.7454784,616,27.02680778503418
1781427280.8621428,617,26.973196029663086
1781427282.009376,618,26.91995620727539
1781427284.2620945,620,26.95389175415039
1781427286.50717,622,27.14297866821289
