Wall time,Step,Value
1781426596.6316307,0,0.023765232414007187
1781426598.8655028,2,0.09741578996181488
1781426599.985047,3,0.09641017019748688
1781426601.0947723,4,0.09079363942146301
1781426606.795386,9,0.09161200374364853
1781426607.9279115,10,0.09092290699481964
1781426609.034438,11,0.09111182391643524
1781426612.4134166,14,0.09118427336215973
1781426613.5089319,15,0.0911746546626091
1781426614.6272445,16,0.0907135009765625
1781426616.7799883,18,0.09112691879272461
1781426617.865637,19,0.0902828574180603
1781426618.9889486,20,0.09097965806722641
1781426621.2233164,22,0.0916362851858139
1781426622.3673444,23,0.0917918011546135
1781426625.8450067,26,0.09216578304767609
1781426626.9738133,27,0.0920579731464386
1781426628.067691,28,0.09277369827032089
1781426629.157123,29,0.09302942454814911
1781426630.2739074,30,0.09355722367763519
1781426633.6640482,33,0.0960255116224289
1781426634.7449527,34,0.09692653268575668
1781426636.9647298,36,0.09840860962867737
1781426638.0643559,37,0.09957268089056015
1781426639.1852767,38,0.09994614124298096
1781426640.279192,39,0.09997735917568207
1781426641.4034445,40,0.09954526275396347
1781426649.174714,47,0.10261188447475433
1781426650.2625096,48,0.1046527773141861
1781426651.3651597,49,0.10634534060955048
1781426652.4795833,50,0.10677735507488251
1781426653.5922983,51,0.10899148881435394
1781426654.7252092,52,0.10958513617515564
1781426655.847725,53,0.11029084026813507
1781426657.007782,54,0.11001911759376526
1781426658.1600075,55,0.10986458510160446
1781426660.4699445,57,0.11469663679599762
1781426663.8771975,60,0.11721707880496979
1781426664.987631,61,0.11746226996183395
1781426666.0863283,62,0.11765798926353455
1781426667.2196262,63,0.11844801902770996
1781426669.558932,65,0.12665633857250214
1781426670.6927245,66,0.12421616166830063
1781426671.812542,67,0.1260027140378952
1781426672.9372797,68,0.1284775584936142
1781426675.1560526,70,0.1343946009874344
1781426676.2983994,71,0.13561563193798065
1781426678.5612772,73,0.14258402585983276
1781426680.7345767,75,0.14847353100776672
1781426682.999514,77,0.15548257529735565
1781426684.1944685,78,0.15887552499771118
1781426685.2862108,79,0.1705421507358551
1781426686.38495,80,0.1729974001646042
1781426688.616138,82,0.185428649187088
1781426689.7202158,83,0.19517245888710022
1781426691.9565074,85,0.21333162486553192
1781426693.1282358,86,0.2085290551185608
1781426694.2516308,87,0.21706083416938782
1781426696.4672158,89,0.23205070197582245
1781426697.5607483,90,0.24294182658195496
1781426703.128427,95,0.2897157073020935
1781426707.6179676,99,0.3341822028160095
1781426708.7967532,100,0.336539089679718
1781426712.1156585,103,0.38456591963768005
1781426713.2319832,104,0.39132294058799744
1781426715.444802,106,0.42143553495407104
1781426716.5346324,107,0.43546104431152344
1781426717.619458,108,0.44093936681747437
1781426718.7106535,109,0.4785629212856293
1781426719.8158648,110,0.43718457221984863
1781426720.9132562,111,0.4719139337539673
1781426722.033618,112,0.5078846216201782
1781426724.247338,114,0.5812550187110901
1781426725.34049,115,0.5564457178115845
1781426726.4016905,116,0.5983895063400269
1781426730.772026,120,0.6891305446624756
1781426731.8448112,121,0.900746762752533
1781426736.206261,125,0.9333813190460205
1781426737.3126712,126,1.1002960205078125
1781426739.5413454,128,1.0645536184310913
1781426740.6193426,129,1.1074914932250977
1781426741.7304473,130,1.0537326335906982
1781426742.8749287,131,1.031968116760254
1781426743.9719505,132,1.0629929304122925
1781426746.2150683,134,1.0170773267745972
1781426748.4119716,136,1.0089950561523438
1781426749.5041056,137,1.0064404010772705
1781426750.6295404,138,0.9943348169326782
1781426751.7837167,139,0.97774338722229
1781426756.2272148,143,0.9164789915084839
1781426757.3346996,144,0.8952447175979614
1781426758.4486506,145,0.882908821105957
1781426759.5732024,146,0.8699490427970886
1781426760.7201743,147,0.8534202575683594
1781426764.1726317,150,0.8544644713401794
1781426768.6513526,154,0.7910763025283813
1781426770.8994038,156,0.7603201866149902
1781426771.9665723,157,0.7938067317008972
1781426774.1357107,159,0.7160011529922485
1781426775.2588565,160,0.6887997388839722
1781426777.434394,162,0.7155102491378784
1781426778.5782368,163,0.6479317545890808
1781426779.6559,164,0.5125719308853149
1781426781.9022877,166,0.6743128299713135
1781426784.1187994,168,0.6572557687759399
1781426786.3442028,170,0.620173454284668
1781426787.4612734,171,0.638055145740509
1781426788.5389752,172,0.6310497522354126
1781426790.775189,174,0.6078248620033264
1781426791.8883862,175,0.606229305267334
1781426793.0289924,176,0.5957180261611938
1781426794.151774,177,0.5930280685424805
1781426795.2608125,178,0.5901027917861938
1781426797.4638824,180,0.5729405283927917
1781426798.58541,181,0.5609604716300964
1781426799.7315245,182,0.5613982677459717
1781426800.90329,183,0.5439192056655884
1781426802.0524704,184,0.542186975479126
1781426803.183157,185,0.5377126932144165
1781426804.314465,186,0.5394250154495239
1781426807.6504598,189,0.5048678517341614
1781426808.744872,190,0.5095028877258301
1781426809.8452673,191,0.48734909296035767
1781426810.9925141,192,0.4901341199874878
1781426814.2882307,195,0.47524499893188477
1781426817.605401,198,0.47400009632110596
1781426818.7231913,199,0.46328648924827576
1781426819.8419085,200,0.45714765787124634
1781426822.021152,202,0.4544167220592499
1781426823.086147,203,0.46247372031211853
1781426824.2165854,204,0.43193456530570984
1781426825.3502007,205,0.42986106872558594
1781426827.6457028,207,0.4309609830379486
1781426828.7910197,208,0.41866037249565125
1781426829.9296048,209,0.4152258038520813
1781426832.1992297,211,0.4157489538192749
1781426834.4521654,213,0.4307705760002136
1781426836.776479,215,0.41679853200912476
1781426837.9294355,216,0.40806180238723755
